measurement_id,sample_id,replicate_id,sensor_id,target_bacterium,species_code,sensor_state,sensor_state_code,contamination_status,surface_type,sensor_lot,experimental_batch,operator_id,measurement_date,incubation_time_h,incubation_temperature_C,sample_mean_cfu_mL,sample_log10_mean_cfu_mL,qc_flag
SA_005_R2_0,SA_005,2,L02-SA_005-R2,Staphylococcus aureus,SA,carbon_clean,0,1,Polietileno de alta densidade,L02,B03,OP02,2026-08-05,3.87,37.7,58666.667,4.7684,PASS
SA_005_R2_1,SA_005,2,L02-SA_005-R2,Staphylococcus aureus,SA,capture_probe,1,1,Polietileno de alta densidade,L02,B03,OP02,2026-08-05,3.87,37.7,58666.667,4.7684,PASS
SA_005_R2_2,SA_005,2,L02-SA_005-R2,Staphylococcus aureus,SA,capture_probe_16S_rRNA,2,1,Polietileno de alta densidade,L02,B03,OP02,2026-08-05,3.87,37.7,58666.667,4.7684,PASS
SA_005_R3_0,SA_005,3,L02-SA_005-R3,Staphylococcus aureus,SA,carbon_clean,0,1,Polietileno de alta densidade,L02,B03,OP02,2026-08-05,3.87,37.7,58666.667,4.7684,PASS
SA_005_R3_1,SA_005,3,L02-SA_005-R3,Staphylococcus aureus,SA,capture_probe,1,1,Polietileno de alta densidade,L02,B03,OP02,2026-08-05,3.87,37.7,58666.667,4.7684,PASS
SA_005_R3_2,SA_005,3,L02-SA_005-R3,Staphylococcus aureus,SA,capture_probe_16S_rRNA,2,1,Polietileno de alta densidade,L02,B03,OP02,2026-08-05,3.87,37.7,58666.667,4.7684,PASS
SA_006_R1_0,SA_006,1,L03-SA_006-R1,Staphylococcus aureus,SA,carbon_clean,0,1,Polipropileno,L03,B03,OP02,2026-08-27,3.95,36.7,40266.667,4.6049,PASS
SA_006_R1_1,SA_006,1,L03-SA_006-R1,Staphylococcus aureus,SA,capture_probe,1,1,Polipropileno,L03,B03,OP02,2026-08-27,3.95,36.7,40266.667,4.6049,PASS
SA_006_R1_2,SA_006,1,L03-SA_006-R1,Staphylococcus aureus,SA,capture_probe_16S_rRNA,2,1,Polipropileno,L03,B03,OP02,2026-08-27,3.95,36.7,40266.667,4.6049,PASS
SA_006_R2_0,SA_006,2,L03-SA_006-R2,Staphylococcus aureus,SA,carbon_clean,0,1,Polipropileno,L03,B03,OP02,2026-08-27,3.95,36.7,40266.667,4.6049,FAIL
SA_006_R2_1,SA_006,2,L03-SA_006-R2,Staphylococcus aureus,SA,capture_probe,1,1,Polipropileno,L03,B03,OP02,2026-08-27,3.95,36.7,40266.667,4.6049,PASS
SA_006_R2_2,SA_006,2,L03-SA_006-R2,Staphylococcus aureus,SA,capture_probe_16S_rRNA,2,1,Polipropileno,L03,B03,OP02,2026-08-27,3.95,36.7,40266.667,4.6049,REVIEW
SA_006_R3_0,SA_006,3,L03-SA_006-R3,Staphylococcus aureus,SA,carbon_clean,0,1,Polipropileno,L03,B03,OP02,2026-08-27,3.95,36.7,40266.667,4.6049,PASS
SA_006_R3_1,SA_006,3,L03-SA_006-R3,Staphylococcus aureus,SA,capture_probe,1,1,Polipropileno,L03,B03,OP02,2026-08-27,3.95,36.7,40266.667,4.6049,PASS
SA_006_R3_2,SA_006,3,L03-SA_006-R3,Staphylococcus aureus,SA,capture_probe_16S_rRNA,2,1,Polipropileno,L03,B03,OP02,2026-08-27,3.95,36.7,40266.667,4.6049,PASS
SA_007_R1_0,SA_007,1,L04-SA_007-R1,Staphylococcus aureus,SA,carbon_clean,0,1,Vidro,L04,B04,OP01,2026-08-21,4.2,36.4,973333.333,5.9883,PASS
SA_007_R1_1,SA_007,1,L04-SA_007-R1,Staphylococcus aureus,SA,capture_probe,1,1,Vidro,L04,B04,OP01,2026-08-21,4.2,36.4,973333.333,5.9883,PASS
SA_007_R1_2,SA_007,1,L04-SA_007-R1,Staphylococcus aureus,SA,capture_probe_16S_rRNA,2,1,Vidro,L04,B04,OP01,2026-08-21,4.2,36.4,973333.333,5.9883,PASS
SA_007_R2_0,SA_007,2,L04-SA_007-R2,Staphylococcus aureus,SA,carbon_clean,0,1,Vidro,L04,B04,OP01,2026-08-21,4.2,36.4,973333.333,5.9883,PASS
SA_007_R2_1,SA_007,2,L04-SA_007-R2,Staphylococcus aureus,SA,capture_probe,1,1,Vidro,L04,B04,OP01,2026-08-21,4.2,36.4,973333.333,5.9883,FAIL
SA_007_R2_2,SA_007,2,L04-SA_007-R2,Staphylococcus aureus,SA,capture_probe_16S_rRNA,2,1,Vidro,L04,B04,OP01,2026-08-21,4.2,36.4,973333.333,5.9883,PASS
SA_007_R3_0,SA_007,3,L04-SA_007-R3,Staphylococcus aureus,SA,carbon_clean,0,1,Vidro,L04,B04,OP01,2026-08-21,4.2,36.4,973333.333,5.9883,PASS
SA_007_R3_1,SA_007,3,L04-SA_007-R3,Staphylococcus aureus,SA,capture_probe,1,1,Vidro,L04,B04,OP01,2026-08-21,4.2,36.4,973333.333,5.9883,PASS
SA_007_R3_2,SA_007,3,L04-SA_007-R3,Staphylococcus aureus,SA,capture_probe_16S_rRNA,2,1,Vidro,L04,B04,OP01,2026-08-21,4.2,36.4,973333.333,5.9883,PASS
SA_008_R1_0,SA_008,1,L01-SA_008-R1,Staphylococcus aureus,SA,carbon_clean,0,0,Polipropileno,L01,B03,OP02,2026-09-10,3.64,38.0,6.667,0.8239,PASS
SA_008_R1_1,SA_008,1,L01-SA_008-R1,Staphylococcus aureus,SA,capture_probe,1,0,Polipropileno,L01,B03,OP02,2026-09-10,3.64,38.0,6.667,0.8239,PASS
SA_008_R1_2,SA_008,1,L01-SA_008-R1,Staphylococcus aureus,SA,capture_probe_16S_rRNA,2,0,Polipropileno,L01,B03,OP02,2026-09-10,3.64,38.0,6.667,0.8239,PASS
SA_008_R2_0,SA_008,2,L01-SA_008-R2,Staphylococcus aureus,SA,carbon_clean,0,0,Polipropileno,L01,B03,OP02,2026-09-10,3.64,38.0,6.667,0.8239,PASS
SA_008_R2_1,SA_008,2,L01-SA_008-R2,Staphylococcus aureus,SA,capture_probe,1,0,Polipropileno,L01,B03,OP02,2026-09-10,3.64,38.0,6.667,0.8239,PASS
SA_008_R2_2,SA_008,2,L01-SA_008-R2,Staphylococcus aureus,SA,capture_probe_16S_rRNA,2,0,Polipropileno,L01,B03,OP02,2026-09-10,3.64,38.0,6.667,0.8239,PASS
SA_008_R3_0,SA_008,3,L01-SA_008-R3,Staphylococcus aureus,SA,carbon_clean,0,0,Polipropileno,L01,B03,OP02,2026-09-10,3.64,38.0,6.667,0.8239,PASS
SA_008_R3_1,SA_008,3,L01-SA_008-R3,Staphylococcus aureus,SA,capture_probe,1,0,Polipropileno,L01,B03,OP02,2026-09-10,3.64,38.0,6.667,0.8239,PASS
SA_008_R3_2,SA_008,3,L01-SA_008-R3,Staphylococcus aureus,SA,capture_probe_16S_rRNA,2,0,Polipropileno,L01,B03,OP02,2026-09-10,3.64,38.0,6.667,0.8239,PASS
SA_009_R1_0,SA_009,1,L05-SA_009-R1,Staphylococcus aureus,SA,carbon_clean,0,1,Polietileno de alta densidade,L05,B10,OP03,2026-08-22,4.1,36.7,3933.333,3.5948,PASS
SA_009_R1_1,SA_009,1,L05-SA_009-R1,Staphylococcus aureus,SA,capture_probe,1,1,Polietileno de alta densidade,L05,B10,OP03,2026-08-22,4.1,36.7,3933.333,3.5948,PASS
SA_009_R1_2,SA_009,1,L05-SA_009-R1,Staphylococcus aureus,SA,capture_probe_16S_rRNA,2,1,Polietileno de alta densidade,L05,B10,OP03,2026-08-22,4.1,36.7,3933.333,3.5948,PASS
SA_009_R2_0,SA_009,2,L05-SA_009-R2,Staphylococcus aureus,SA,carbon_clean,0,1,Polietileno de alta densidade,L05,B10,OP03,2026-08-22,4.1,36.7,3933.333,3.5948,REVIEW
SA_009_R2_1,SA_009,2,L05-SA_009-R2,Staphylococcus aureus,SA,capture_probe,1,1,Polietileno de alta densidade,L05,B10,OP03,2026-08-22,4.1,36.7,3933.333,3.5948,PASS
SA_009_R2_2,SA_009,2,L05-SA_009-R2,Staphylococcus aureus,SA,capture_probe_16S_rRNA,2,1,Polietileno de alta densidade,L05,B10,OP03,2026-08-22,4.1,36.7,3933.333,3.5948,REVIEW
SA_009_R3_0,SA_009,3,L05-SA_009-R3,Staphylococcus aureus,SA,carbon_clean,0,1,Polietileno de alta densidade,L05,B10,OP03,2026-08-22,4.1,36.7,3933.333,3.5948,PASS
SA_009_R3_1,SA_009,3,L05-SA_009-R3,Staphylococcus aureus,SA,capture_probe,1,1,Polietileno de alta densidade,L05,B10,OP03,2026-08-22,4.1,36.7,3933.333,3.5948,PASS
SA_009_R3_2,SA_009,3,L05-SA_009-R3,Staphylococcus aureus,SA,capture_probe_16S_rRNA,2,1,Polietileno de alta densidade,L05,B10,OP03,2026-08-22,4.1,36.7,3933.333,3.5948,PASS
SA_010_R1_0,SA_010,1,L02-SA_010-R1,Staphylococcus aureus,SA,carbon_clean,0,0,Polietileno de alta densidade,L02,B01,OP01,2026-09-11,4.52,37.0,3.333,0.5229,PASS
SA_010_R1_1,SA_010,1,L02-SA_010-R1,Staphylococcus aureus,SA,capture_probe,1,0,Polietileno de alta densidade,L02,B01,OP01,2026-09-11,4.52,37.0,3.333,0.5229,PASS
SA_010_R1_2,SA_010,1,L02-SA_010-R1,Staphylococcus aureus,SA,capture_probe_16S_rRNA,2,0,Polietileno de alta densidade,L02,B01,OP01,2026-09-11,4.52,37.0,3.333,0.5229,PASS
SA_010_R2_0,SA_010,2,L02-SA_010-R2,Staphylococcus aureus,SA,carbon_clean,0,0,Polietileno de alta densidade,L02,B01,OP01,2026-09-11,4.52,37.0,3.333,0.5229,PASS
SA_010_R2_1,SA_010,2,L02-SA_010-R2,Staphylococcus aureus,SA,capture_probe,1,0,Polietileno de alta densidade,L02,B01,OP01,2026-09-11,4.52,37.0,3.333,0.5229,PASS
SA_010_R2_2,SA_010,2,L02-SA_010-R2,Staphylococcus aureus,SA,capture_probe_16S_rRNA,2,0,Polietileno de alta densidade,L02,B01,OP01,2026-09-11,4.52,37.0,3.333,0.5229,FAIL
SA_010_R3_0,SA_010,3,L02-SA_010-R3,Staphylococcus aureus,SA,carbon_clean,0,0,Polietileno de alta densidade,L02,B01,OP01,2026-09-11,4.52,37.0,3.333,0.5229,PASS
SA_010_R3_1,SA_010,3,L02-SA_010-R3,Staphylococcus aureus,SA,capture_probe,1,0,Polietileno de alta densidade,L02,B01,OP01,2026-09-11,4.52,37.0,3.333,0.5229,PASS
SA_010_R3_2,SA_010,3,L02-SA_010-R3,Staphylococcus aureus,SA,capture_probe_16S_rRNA,2,0,Polietileno de alta densidade,L02,B01,OP01,2026-09-11,4.52,37.0,3.333,0.5229,PASS
SA_011_R1_0,SA_011,1,L02-SA_011-R1,Staphylococcus aureus,SA,carbon_clean,0,1,Polipropileno,L02,B08,OP01,2026-09-02,3.58,35.4,349333.333,5.5432,PASS
SA_011_R1_1,SA_011,1,L02-SA_011-R1,Staphylococcus aureus,SA,capture_probe,1,1,Polipropileno,L02,B08,OP01,2026-09-02,3.58,35.4,349333.333,5.5432,PASS
SA_011_R1_2,SA_011,1,L02-SA_011-R1,Staphylococcus aureus,SA,capture_probe_16S_rRNA,2,1,Polipropileno,L02,B08,OP01,2026-09-02,3.58,35.4,349333.333,5.5432,PASS
SA_011_R2_0,SA_011,2,L02-SA_011-R2,Staphylococcus aureus,SA,carbon_clean,0,1,Polipropileno,L02,B08,OP01,2026-09-02,3.58,35.4,349333.333,5.5432,PASS
SA_011_R2_1,SA_011,2,L02-SA_011-R2,Staphylococcus aureus,SA,capture_probe,1,1,Polipropileno,L02,B08,OP01,2026-09-02,3.58,35.4,349333.333,5.5432,PASS
SA_011_R2_2,SA_011,2,L02-SA_011-R2,Staphylococcus aureus,SA,capture_probe_16S_rRNA,2,1,Polipropileno,L02,B08,OP01,2026-09-02,3.58,35.4,349333.333,5.5432,PASS
SA_011_R3_0,SA_011,3,L02-SA_011-R3,Staphylococcus aureus,SA,carbon_clean,0,1,Polipropileno,L02,B08,OP01,2026-09-02,3.58,35.4,349333.333,5.5432,PASS
SA_011_R3_1,SA_011,3,L02-SA_011-R3,Staphylococcus aureus,SA,capture_probe,1,1,Polipropileno,L02,B08,OP01,2026-09-02,3.58,35.4,349333.333,5.5432,PASS
SA_011_R3_2,SA_011,3,L02-SA_011-R3,Staphylococcus aureus,SA,capture_probe_16S_rRNA,2,1,Polipropileno,L02,B08,OP01,2026-09-02,3.58,35.4,349333.333,5.5432,PASS
SA_012_R1_0,SA_012,1,L05-SA_012-R1,Staphylococcus aureus,SA,carbon_clean,0,1,Vidro,L05,B04,OP03,2026-08-08,4.03,36.6,246.667,2.3921,PASS
SA_012_R1_1,SA_012,1,L05-SA_012-R1,Staphylococcus aureus,SA,capture_probe,1,1,Vidro,L05,B04,OP03,2026-08-08,4.03,36.6,246.667,2.3921,PASS
SA_012_R1_2,SA_012,1,L05-SA_012-R1,Staphylococcus aureus,SA,capture_probe_16S_rRNA,2,1,Vidro,L05,B04,OP03,2026-08-08,4.03,36.6,246.667,2.3921,PASS
SA_012_R2_0,SA_012,2,L05-SA_012-R2,Staphylococcus aureus,SA,carbon_clean,0,1,Vidro,L05,B04,OP03,2026-08-08,4.03,36.6,246.667,2.3921,PASS
SA_012_R2_1,SA_012,2,L05-SA_012-R2,Staphylococcus aureus,SA,capture_probe,1,1,Vidro,L05,B04,OP03,2026-08-08,4.03,36.6,246.667,2.3921,PASS
SA_012_R2_2,SA_012,2,L05-SA_012-R2,Staphylococcus aureus,SA,capture_probe_16S_rRNA,2,1,Vidro,L05,B04,OP03,2026-08-08,4.03,36.6,246.667,2.3921,PASS
SA_012_R3_0,SA_012,3,L05-SA_012-R3,Staphylococcus aureus,SA,carbon_clean,0,1,Vidro,L05,B04,OP03,2026-08-08,4.03,36.6,246.667,2.3921,PASS
SA_012_R3_1,SA_012,3,L05-SA_012-R3,Staphylococcus aureus,SA,capture_probe,1,1,Vidro,L05,B04,OP03,2026-08-08,4.03,36.6,246.667,2.3921,PASS
SA_012_R3_2,SA_012,3,L05-SA_012-R3,Staphylococcus aureus,SA,capture_probe_16S_rRNA,2,1,Vidro,L05,B04,OP03,2026-08-08,4.03,36.6,246.667,2.3921,PASS
SA_013_R1_0,SA_013,1,L02-SA_013-R1,Staphylococcus aureus,SA,carbon_clean,0,1,Polietileno de alta densidade,L02,B08,OP01,2026-08-31,4.04,37.1,616.667,2.7901,PASS
SA_013_R1_1,SA_013,1,L02-SA_013-R1,Staphylococcus aureus,SA,capture_probe,1,1,Polietileno de alta densidade,L02,B08,OP01,2026-08-31,4.04,37.1,616.667,2.7901,PASS
SA_013_R1_2,SA_013,1,L02-SA_013-R1,Staphylococcus aureus,SA,capture_probe_16S_rRNA,2,1,Polietileno de alta densidade,L02,B08,OP01,2026-08-31,4.04,37.1,616.667,2.7901,PASS
SA_013_R2_0,SA_013,2,L02-SA_013-R2,Staphylococcus aureus,SA,carbon_clean,0,1,Polietileno de alta densidade,L02,B08,OP01,2026-08-31,4.04,37.1,616.667,2.7901,PASS
SA_013_R2_1,SA_013,2,L02-SA_013-R2,Staphylococcus aureus,SA,capture_probe,1,1,Polietileno de alta densidade,L02,B08,OP01,2026-08-31,4.04,37.1,616.667,2.7901,PASS
SA_013_R2_2,SA_013,2,L02-SA_013-R2,Staphylococcus aureus,SA,capture_probe_16S_rRNA,2,1,Polietileno de alta densidade,L02,B08,OP01,2026-08-31,4.04,37.1,616.667,2.7901,PASS
SA_013_R3_0,SA_013,3,L02-SA_013-R3,Staphylococcus aureus,SA,carbon_clean,0,1,Polietileno de alta densidade,L02,B08,OP01,2026-08-31,4.04,37.1,616.667,2.7901,PASS
SA_013_R3_1,SA_013,3,L02-SA_013-R3,Staphylococcus aureus,SA,capture_probe,1,1,Polietileno de alta densidade,L02,B08,OP01,2026-08-31,4.04,37.1,616.667,2.7901,PASS
SA_013_R3_2,SA_013,3,L02-SA_013-R3,Staphylococcus aureus,SA,capture_probe_16S_rRNA,2,1,Polietileno de alta densidade,L02,B08,OP01,2026-08-31,4.04,37.1,616.667,2.7901,PASS
SA_014_R1_0,SA_014,1,L03-SA_014-R1,Staphylococcus aureus,SA,carbon_clean,0,1,Polipropileno,L03,B06,OP02,2026-09-11,3.89,37.1,262666.667,5.4194,PASS
SA_014_R1_1,SA_014,1,L03-SA_014-R1,Staphylococcus aureus,SA,capture_probe,1,1,Polipropileno,L03,B06,OP02,2026-09-11,3.89,37.1,262666.667,5.4194,PASS
SA_014_R1_2,SA_014,1,L03-SA_014-R1,Staphylococcus aureus,SA,capture_probe_16S_rRNA,2,1,Polipropileno,L03,B06,OP02,2026-09-11,3.89,37.1,262666.667,5.4194,PASS
SA_014_R2_0,SA_014,2,L03-SA_014-R2,Staphylococcus aureus,SA,carbon_clean,0,1,Polipropileno,L03,B06,OP02,2026-09-11,3.89,37.1,262666.667,5.4194,PASS
SA_014_R2_1,SA_014,2,L03-SA_014-R2,Staphylococcus aureus,SA,capture_probe,1,1,Polipropileno,L03,B06,OP02,2026-09-11,3.89,37.1,262666.667,5.4194,PASS
SA_014_R2_2,SA_014,2,L03-SA_014-R2,Staphylococcus aureus,SA,capture_probe_16S_rRNA,2,1,Polipropileno,L03,B06,OP02,2026-09-11,3.89,37.1,262666.667,5.4194,REVIEW
SA_014_R3_0,SA_014,3,L03-SA_014-R3,Staphylococcus aureus,SA,carbon_clean,0,1,Polipropileno,L03,B06,OP02,2026-09-11,3.89,37.1,262666.667,5.4194,PASS
SA_014_R3_1,SA_014,3,L03-SA_014-R3,Staphylococcus aureus,SA,capture_probe,1,1,Polipropileno,L03,B06,OP02,2026-09-11,3.89,37.1,262666.667,5.4194,PASS
SA_014_R3_2,SA_014,3,L03-SA_014-R3,Staphylococcus aureus,SA,capture_probe_16S_rRNA,2,1,Polipropileno,L03,B06,OP02,2026-09-11,3.89,37.1,262666.667,5.4194,PASS
SA_015_R1_0,SA_015,1,L04-SA_015-R1,Staphylococcus aureus,SA,carbon_clean,0,1,Polipropileno,L04,B03,OP02,2026-09-12,3.86,36.9,213.333,2.3291,PASS
SA_015_R1_1,SA_015,1,L04-SA_015-R1,Staphylococcus aureus,SA,capture_probe,1,1,Polipropileno,L04,B03,OP02,2026-09-12,3.86,36.9,213.333,2.3291,PASS
SA_015_R1_2,SA_015,1,L04-SA_015-R1,Staphylococcus aureus,SA,capture_probe_16S_rRNA,2,1,Polipropileno,L04,B03,OP02,2026-09-12,3.86,36.9,213.333,2.3291,PASS
SA_015_R2_0,SA_015,2,L04-SA_015-R2,Staphylococcus aureus,SA,carbon_clean,0,1,Polipropileno,L04,B03,OP02,2026-09-12,3.86,36.9,213.333,2.3291,PASS
SA_015_R2_1,SA_015,2,L04-SA_015-R2,Staphylococcus aureus,SA,capture_probe,1,1,Polipropileno,L04,B03,OP02,2026-09-12,3.86,36.9,213.333,2.3291,PASS
SA_015_R2_2,SA_015,2,L04-SA_015-R2,Staphylococcus aureus,SA,capture_probe_16S_rRNA,2,1,Polipropileno,L04,B03,OP02,2026-09-12,3.86,36.9,213.333,2.3291,PASS
SA_015_R3_0,SA_015,3,L04-SA_015-R3,Staphylococcus aureus,SA,carbon_clean,0,1,Polipropileno,L04,B03,OP02,2026-09-12,3.86,36.9,213.333,2.3291,PASS
SA_015_R3_1,SA_015,3,L04-SA_015-R3,Staphylococcus aureus,SA,capture_probe,1,1,Polipropileno,L04,B03,OP02,2026-09-12,3.86,36.9,213.333,2.3291,PASS
SA_015_R3_2,SA_015,3,L04-SA_015-R3,Staphylococcus aureus,SA,capture_probe_16S_rRNA,2,1,Polipropileno,L04,B03,OP02,2026-09-12,3.86,36.9,213.333,2.3291,PASS
SA_016_R1_0,SA_016,1,L03-SA_016-R1,Staphylococcus aureus,SA,carbon_clean,0,0,Aço inoxidável 304,L03,B02,OP03,2026-08-13,3.85,36.6,0.0,,PASS
SA_016_R1_1,SA_016,1,L03-SA_016-R1,Staphylococcus aureus,SA,capture_probe,1,0,Aço inoxidável 304,L03,B02,OP03,2026-08-13,3.85,36.6,0.0,,PASS
SA_016_R1_2,SA_016,1,L03-SA_016-R1,Staphylococcus aureus,SA,capture_probe_16S_rRNA,2,0,Aço inoxidável 304,L03,B02,OP03,2026-08-13,3.85,36.6,0.0,,PASS
SA_016_R2_0,SA_016,2,L03-SA_016-R2,Staphylococcus aureus,SA,carbon_clean,0,0,Aço inoxidável 304,L03,B02,OP03,2026-08-13,3.85,36.6,0.0,,PASS
SA_016_R2_1,SA_016,2,L03-SA_016-R2,Staphylococcus aureus,SA,capture_probe,1,0,Aço inoxidável 304,L03,B02,OP03,2026-08-13,3.85,36.6,0.0,,PASS
SA_016_R2_2,SA_016,2,L03-SA_016-R2,Staphylococcus aureus,SA,capture_probe_16S_rRNA,2,0,Aço inoxidável 304,L03,B02,OP03,2026-08-13,3.85,36.6,0.0,,PASS
SA_016_R3_0,SA_016,3,L03-SA_016-R3,Staphylococcus aureus,SA,carbon_clean,0,0,Aço inoxidável 304,L03,B02,OP03,2026-08-13,3.85,36.6,0.0,,PASS
SA_016_R3_1,SA_016,3,L03-SA_016-R3,Staphylococcus aureus,SA,capture_probe,1,0,Aço inoxidável 304,L03,B02,OP03,2026-08-13,3.85,36.6,0.0,,PASS
SA_016_R3_2,SA_016,3,L03-SA_016-R3,Staphylococcus aureus,SA,capture_probe_16S_rRNA,2,0,Aço inoxidável 304,L03,B02,OP03,2026-08-13,3.85,36.6,0.0,,REVIEW
SA_017_R1_0,SA_017,1,L01-SA_017-R1,Staphylococcus aureus,SA,carbon_clean,0,1,Aço inoxidável 304,L01,B02,OP02,2026-08-11,3.87,36.7,2610000.0,6.4166,PASS
SA_017_R1_1,SA_017,1,L01-SA_017-R1,Staphylococcus aureus,SA,capture_probe,1,1,Aço inoxidável 304,L01,B02,OP02,2026-08-11,3.87,36.7,2610000.0,6.4166,PASS
SA_017_R1_2,SA_017,1,L01-SA_017-R1,Staphylococcus aureus,SA,capture_probe_16S_rRNA,2,1,Aço inoxidável 304,L01,B02,OP02,2026-08-11,3.87,36.7,2610000.0,6.4166,PASS
SA_017_R2_0,SA_017,2,L01-SA_017-R2,Staphylococcus aureus,SA,carbon_clean,0,1,Aço inoxidável 304,L01,B02,OP02,2026-08-11,3.87,36.7,2610000.0,6.4166,PASS
SA_017_R2_1,SA_017,2,L01-SA_017-R2,Staphylococcus aureus,SA,capture_probe,1,1,Aço inoxidável 304,L01,B02,OP02,2026-08-11,3.87,36.7,2610000.0,6.4166,PASS
SA_017_R2_2,SA_017,2,L01-SA_017-R2,Staphylococcus aureus,SA,capture_probe_16S_rRNA,2,1,Aço inoxidável 304,L01,B02,OP02,2026-08-11,3.87,36.7,2610000.0,6.4166,PASS
SA_017_R3_0,SA_017,3,L01-SA_017-R3,Staphylococcus aureus,SA,carbon_clean,0,1,Aço inoxidável 304,L01,B02,OP02,2026-08-11,3.87,36.7,2610000.0,6.4166,PASS
SA_017_R3_1,SA_017,3,L01-SA_017-R3,Staphylococcus aureus,SA,capture_probe,1,1,Aço inoxidável 304,L01,B02,OP02,2026-08-11,3.87,36.7,2610000.0,6.4166,PASS
SA_017_R3_2,SA_017,3,L01-SA_017-R3,Staphylococcus aureus,SA,capture_probe_16S_rRNA,2,1,Aço inoxidável 304,L01,B02,OP02,2026-08-11,3.87,36.7,2610000.0,6.4166,PASS
SA_018_R1_0,SA_018,1,L05-SA_018-R1,Staphylococcus aureus,SA,carbon_clean,0,0,Aço inoxidável 304,L05,B03,OP02,2026-08-28,3.84,37.3,3.333,0.5229,PASS
SA_018_R1_1,SA_018,1,L05-SA_018-R1,Staphylococcus aureus,SA,capture_probe,1,0,Aço inoxidável 304,L05,B03,OP02,2026-08-28,3.84,37.3,3.333,0.5229,PASS
SA_018_R1_2,SA_018,1,L05-SA_018-R1,Staphylococcus aureus,SA,capture_probe_16S_rRNA,2,0,Aço inoxidável 304,L05,B03,OP02,2026-08-28,3.84,37.3,3.333,0.5229,PASS
SA_018_R2_0,SA_018,2,L05-SA_018-R2,Staphylococcus aureus,SA,carbon_clean,0,0,Aço inoxidável 304,L05,B03,OP02,2026-08-28,3.84,37.3,3.333,0.5229,PASS
SA_018_R2_1,SA_018,2,L05-SA_018-R2,Staphylococcus aureus,SA,capture_probe,1,0,Aço inoxidável 304,L05,B03,OP02,2026-08-28,3.84,37.3,3.333,0.5229,PASS
SA_018_R2_2,SA_018,2,L05-SA_018-R2,Staphylococcus aureus,SA,capture_probe_16S_rRNA,2,0,Aço inoxidável 304,L05,B03,OP02,2026-08-28,3.84,37.3,3.333,0.5229,PASS
SA_018_R3_0,SA_018,3,L05-SA_018-R3,Staphylococcus aureus,SA,carbon_clean,0,0,Aço inoxidável 304,L05,B03,OP02,2026-08-28,3.84,37.3,3.333,0.5229,PASS
SA_018_R3_1,SA_018,3,L05-SA_018-R3,Staphylococcus aureus,SA,capture_probe,1,0,Aço inoxidável 304,L05,B03,OP02,2026-08-28,3.84,37.3,3.333,0.5229,PASS
SA_018_R3_2,SA_018,3,L05-SA_018-R3,Staphylococcus aureus,SA,capture_probe_16S_rRNA,2,0,Aço inoxidável 304,L05,B03,OP02,2026-08-28,3.84,37.3,3.333,0.5229,PASS
SA_019_R1_0,SA_019,1,L03-SA_019-R1,Staphylococcus aureus,SA,carbon_clean,0,1,Polipropileno,L03,B01,OP01,2026-09-10,3.95,37.1,62000.0,4.7924,REVIEW
SA_019_R1_1,SA_019,1,L03-SA_019-R1,Staphylococcus aureus,SA,capture_probe,1,1,Polipropileno,L03,B01,OP01,2026-09-10,3.95,37.1,62000.0,4.7924,PASS
SA_019_R1_2,SA_019,1,L03-SA_019-R1,Staphylococcus aureus,SA,capture_probe_16S_rRNA,2,1,Polipropileno,L03,B01,OP01,2026-09-10,3.95,37.1,62000.0,4.7924,PASS
SA_019_R2_0,SA_019,2,L03-SA_019-R2,Staphylococcus aureus,SA,carbon_clean,0,1,Polipropileno,L03,B01,OP01,2026-09-10,3.95,37.1,62000.0,4.7924,PASS
SA_019_R2_1,SA_019,2,L03-SA_019-R2,Staphylococcus aureus,SA,capture_probe,1,1,Polipropileno,L03,B01,OP01,2026-09-10,3.95,37.1,62000.0,4.7924,PASS
SA_019_R2_2,SA_019,2,L03-SA_019-R2,Staphylococcus aureus,SA,capture_probe_16S_rRNA,2,1,Polipropileno,L03,B01,OP01,2026-09-10,3.95,37.1,62000.0,4.7924,PASS
SA_019_R3_0,SA_019,3,L03-SA_019-R3,Staphylococcus aureus,SA,carbon_clean,0,1,Polipropileno,L03,B01,OP01,2026-09-10,3.95,37.1,62000.0,4.7924,PASS
SA_019_R3_1,SA_019,3,L03-SA_019-R3,Staphylococcus aureus,SA,capture_probe,1,1,Polipropileno,L03,B01,OP01,2026-09-10,3.95,37.1,62000.0,4.7924,PASS
SA_019_R3_2,SA_019,3,L03-SA_019-R3,Staphylococcus aureus,SA,capture_probe_16S_rRNA,2,1,Polipropileno,L03,B01,OP01,2026-09-10,3.95,37.1,62000.0,4.7924,PASS
SA_020_R1_0,SA_020,1,L05-SA_020-R1,Staphylococcus aureus,SA,carbon_clean,0,0,Vidro,L05,B04,OP03,2026-08-03,3.72,36.8,3.333,0.5229,PASS
SA_020_R1_1,SA_020,1,L05-SA_020-R1,Staphylococcus aureus,SA,capture_probe,1,0,Vidro,L05,B04,OP03,2026-08-03,3.72,36.8,3.333,0.5229,PASS
SA_020_R1_2,SA_020,1,L05-SA_020-R1,Staphylococcus aureus,SA,capture_probe_16S_rRNA,2,0,Vidro,L05,B04,OP03,2026-08-03,3.72,36.8,3.333,0.5229,PASS
